HGHT,TEMP,PRES,RELH,DRCT,SPED,DATE,TIME
1150,33,947.4,14,175,2.2,2023-02-05,00:00:01
1163,31.7,946,16,320,1.9,2023-02-12,00:00:02
1172,31.9,945,16,326,2.9,2023-03-22,00:00:03
1179,32,944.3,16,327,3.4,2023-12-18,00:00:04
1184,32.2,943.8,16,327,3.6,2023-09-30,00:00:05
1188,32.4,943.4,15,327,3.8,2023-02-03,00:00:06
1192,32.5,943,15,328,4,2023-10-05,00:00:07
1196,32.7,942.5,15,328,4.3,2023-02-15,00:00:08
1200,32.9,942.1,14,328,4.6,2023-03-21,00:00:09
1205,33,941.6,14,328,4.8,2023-08-16,00:00:10
1209,33,941.2,14,329,5.1,2023-01-18,00:00:11
1214,33.1,940.7,14,329,5.4,2023-06-08,00:00:12
1219,33.2,940.1,14,329,5.6,2023-05-14,00:00:13
1224,33.3,939.6,13,329,5.9,2023-04-30,00:00:14
1229,33.4,939.1,13,329,6.1,2023-08-15,00:00:15
1233,33.5,938.6,13,329,6.3,2023-03-27,00:00:16
1238,33.6,938.2,13,330,6.6,2023-08-04,00:00:17
1243,33.7,937.7,13,330,6.8,2023-09-27,00:00:18
1248,33.8,937.1,12,330,7,2023-10-14,00:00:19
1253,33.9,936.6,12,330,7.1,2023-01-28,00:00:20
1259,34,936,12,330,7.3,2023-04-02,00:00:21
1264,34.1,935.4,12,330,7.5,2023-08-24,00:00:22
1270,34.1,934.8,12,330,7.6,2023-08-24,00:00:23
1275,34.1,934.2,11,330,7.8,2023-09-02,00:00:24
1282,34.1,933.6,11,330,7.9,2023-10-26,00:00:25
1287,34.1,933,11,330,8,2023-02-27,00:00:26
1293,34,932.4,11,330,8.1,2023-01-13,00:00:27
1299,34,931.8,11,330,8.2,2023-12-25,00:00:28
1305,33.9,931.2,11,330,8.3,2023-06-21,00:00:29
1310,33.9,930.7,12,330,8.4,2023-04-15,00:00:30
1314,33.9,930.3,12,330,8.5,2023-02-10,00:00:31
1317,33.9,929.9,12,330,8.5,2023-02-18,00:00:32
1321,33.8,929.6,12,330,8.6,2023-07-05,00:00:33
1324,33.8,929.2,11,330,8.6,2023-09-12,00:00:34
1329,33.8,928.7,1,330,8.7,2023-11-27,00:00:35
1333,33.7,928.3,1,329,8.7,2023-10-08,00:00:36
1338,33.7,927.8,1,329,8.7,2023-02-11,00:00:37
1342,33.7,927.3,1,329,8.8,2023-08-31,00:00:38
1347,33.6,926.9,1,329,8.8,2023-03-10,00:00:39
1351,33.6,926.4,1,329,8.8,2023-03-22,00:00:40
1356,33.6,925.9,1,329,8.8,2023-03-07,00:00:41
1362,33.5,925.3,1,329,8.8,2023-09-10,00:00:42
1368,33.5,924.7,1,329,8.8,2023-10-20,00:00:43
1373,33.4,924.1,1,329,8.8,2023-05-24,00:00:44
1378,33.4,923.7,1,329,8.8,2023-01-08,00:00:45
1381,33.3,923.3,1,329,8.8,2023-06-17,00:00:46
1385,33.3,922.9,1,329,8.8,2023-09-04,00:00:47
1389,33.3,922.5,1,329,8.8,2023-01-17,00:00:48
1394,33.2,922,1,329,8.7,2023-02-06,00:00:49
1399,33.2,921.5,1,328,8.7,2023-09-04,00:00:50
1403,33.1,921.1,1,328,8.7,2023-12-16,00:00:51
1407,33.1,920.6,1,328,8.7,2023-02-05,00:00:52
1412,33.1,920.1,1,328,8.6,2023-07-21,00:00:53
1417,33,919.6,1,328,8.6,2023-03-30,00:00:54
1423,33,919.1,1,328,8.6,2023-04-20,00:00:55
1427,32.9,918.6,1,328,8.5,2023-03-24,00:00:56
1431,32.9,918.2,1,328,8.5,2023-07-04,00:00:57
1434,32.9,917.9,1,328,8.5,2023-07-03,00:00:58
1438,32.8,917.5,1,328,8.4,2023-08-28,00:00:59
1441,32.8,917.1,1,328,8.4,2023-08-24,00:01:00
1445,32.8,916.8,1,328,8.4,2023-03-03,00:01:01
1449,32.7,916.4,1,328,8.4,2023-09-25,00:01:02
1452,32.7,916,1,328,8.3,2023-09-11,00:01:03
1456,32.7,915.6,2,328,8.3,2023-04-25,00:01:04
1460,32.6,915.3,4,328,8.3,2023-08-11,00:01:05
1463,32.6,914.9,6,328,8.3,2023-06-26,00:01:06
1467,32.6,914.5,8,328,8.3,2023-05-31,00:01:07
1471,32.5,914.1,9,329,8.3,2023-09-17,00:01:08
1474,32.5,913.8,10,329,8.2,2023-10-11,00:01:09
1478,32.5,913.4,10,329,8.2,2023-09-10,00:01:10
1482,32.5,913,11,329,8.2,2023-09-02,00:01:11
1486,32.4,912.5,11,329,8.2,2023-05-03,00:01:12
1490,32.4,912.1,12,329,8.2,2023-03-03,00:01:13
1494,32.4,911.7,12,329,8.2,2023-03-10,00:01:14
1498,32.3,911.3,12,329,8.2,2023-04-05,00:01:15
1502,32.3,910.9,12,329,8.2,2023-12-26,00:01:16
1506,32.2,910.5,13,329,8.2,2023-01-08,00:01:17
1510,32.2,910.2,13,328,8.2,2023-07-31,00:01:18
1514,32.2,909.8,13,328,8.2,2023-03-18,00:01:19
1517,32.1,909.4,13,328,8.1,2023-12-26,00:01:20
1521,32.1,909,13,328,8.1,2023-10-29,00:01:21
1525,32.1,908.6,13,328,8.1,2023-11-14,00:01:22
1528,32,908.3,13,328,8.1,2023-12-15,00:01:23
1532,32,907.9,13,328,8.1,2023-11-02,00:01:24
1535,32,907.6,13,328,8,2023-06-30,00:01:25
1539,31.9,907.2,13,328,8,2023-10-30,00:01:26
1543,31.9,906.8,13,328,8,2023-06-10,00:01:27
1547,31.8,906.4,13,328,7.9,2023-08-27,00:01:28
1551,31.8,906,14,327,7.9,2023-09-23,00:01:29
1554,31.8,905.7,14,327,7.9,2023-03-20,00:01:30
1557,31.7,905.4,14,327,7.8,2023-10-22,00:01:31
1561,31.7,905,14,327,7.8,2023-10-26,00:01:32
1564,31.7,904.7,14,327,7.8,2023-10-29,00:01:33
1568,31.6,904.3,14,327,7.7,2023-08-27,00:01:34
1572,31.6,903.8,14,327,7.7,2023-01-01,00:01:35
1577,31.6,903.4,14,327,7.7,2023-02-25,00:01:36
1582,31.5,902.9,14,327,7.7,2023-04-26,00:01:37
1586,31.5,902.5,14,327,7.6,2023-04-07,00:01:38
1589,31.4,902.1,14,327,7.6,2023-02-22,00:01:39
1593,31.4,901.8,14,327,7.6,2023-01-28,00:01:40
1596,31.4,901.4,14,327,7.6,2023-11-29,00:01:41
1600,31.3,901,14,327,7.5,2023-06-30,00:01:42
1604,31.3,900.7,14,327,7.5,2023-03-17,00:01:43
1607,31.3,900.3,14,327,7.5,2023-03-23,00:01:44
1610,31.3,900,14,327,7.5,2023-04-02,00:01:45
1614,31.2,899.6,14,327,7.5,2023-04-21,00:01:46
1617,31.2,899.3,14,327,7.5,2023-06-30,00:01:47
1621,31.1,898.9,14,327,7.4,2023-08-09,00:01:48
1624,31.1,898.6,14,327,7.4,2023-07-01,00:01:49
1627,31.1,898.3,14,327,7.4,2023-07-15,00:01:50
1631,31.1,898,14,327,7.4,2023-04-27,00:01:51
1634,31,897.6,14,327,7.4,2023-06-15,00:01:52
1638,31,897.2,14,327,7.4,2023-04-21,00:01:53
1641,31,896.9,14,327,7.4,2023-02-17,00:01:54
1645,30.9,896.5,14,327,7.4,2023-03-19,00:01:55
1648,30.9,896.2,15,327,7.4,2023-01-03,00:01:56
1652,30.9,895.8,15,327,7.4,2023-12-31,00:01:57
1656,30.8,895.4,15,327,7.4,2023-01-10,00:01:58
1659,30.8,895.1,15,327,7.4,2023-05-11,00:01:59
1663,30.8,894.7,15,326,7.4,2023-03-25,00:02:00
1667,30.7,894.3,15,326,7.4,2023-03-01,00:02:01
1670,30.7,894,15,326,7.4,2023-09-01,00:02:02
1674,30.6,893.6,15,326,7.4,2023-09-20,00:02:03
1678,30.6,893.2,15,326,7.4,2023-10-07,00:02:04
1682,30.6,892.8,15,326,7.3,2023-03-26,00:02:05
1685,30.6,892.5,15,326,7.3,2023-11-26,00:02:06
1688,30.5,892.2,15,326,7.3,2023-03-29,00:02:07
1691,30.5,891.9,15,326,7.3,2023-01-23,00:02:08
1694,30.4,891.6,15,325,7.3,2023-05-23,00:02:09
1697,30.4,891.3,15,325,7.3,2023-01-07,00:02:10
1701,30.4,890.9,15,325,7.3,2023-11-16,00:02:11
1704,30.4,890.6,15,325,7.3,2023-04-25,00:02:12
1708,30.3,890.2,15,325,7.3,2023-01-23,00:02:13
1712,30.3,889.8,15,325,7.2,2023-11-25,00:02:14
1716,30.3,889.4,15,325,7.2,2023-09-24,00:02:15
1719,30.2,889.1,15,325,7.2,2023-08-28,00:02:16
1722,30.2,888.7,15,325,7.2,2023-07-26,00:02:17
1726,30.2,888.4,15,325,7.2,2023-04-30,00:02:18
1729,30.1,888.1,15,324,7.2,2023-01-09,00:02:19
1733,30.1,887.7,15,324,7.1,2023-12-11,00:02:20
1736,30.1,887.4,15,324,7.1,2023-08-25,00:02:21
1740,30,887,15,324,7.1,2023-12-11,00:02:22
1743,30,886.7,15,325,7.1,2023-06-26,00:02:23
1747,30,886.3,15,325,7.1,2023-09-04,00:02:24
1750,29.9,886,15,325,7.1,2023-04-21,00:02:25
1753,29.9,885.7,15,325,7,2023-12-31,00:02:26
1757,29.8,885.3,15,325,7,2023-03-21,00:02:27
1761,29.8,884.9,15,325,7,2023-02-25,00:02:28
1764,29.8,884.6,15,325,7,2023-01-25,00:02:29
1768,29.7,884.2,15,325,7,2023-10-19,00:02:30
1772,29.7,883.8,15,326,7,2023-04-27,00:02:31
1776,29.7,883.4,15,326,6.9,2023-04-25,00:02:32
1780,29.7,883,15,326,6.9,2023-07-31,00:02:33
1784,29.6,882.6,15,326,6.9,2023-03-14,00:02:34
1788,29.6,882.2,15,326,6.9,2023-01-25,00:02:35
1792,29.5,881.9,15,327,6.9,2023-12-21,00:02:36
1795,29.5,881.5,15,327,6.9,2023-03-02,00:02:37
1799,29.5,881.1,16,327,6.9,2023-08-03,00:02:38
1803,29.4,880.7,16,328,6.9,2023-06-04,00:02:39
1806,29.4,880.4,16,328,6.9,2023-08-11,00:02:40
1810,29.4,880.1,16,328,6.9,2023-11-30,00:02:41
1814,29.3,879.7,16,328,6.9,2023-08-08,00:02:42
1818,29.3,879.3,16,329,7,2023-05-10,00:02:43
1822,29.2,878.9,16,329,7,2023-07-29,00:02:44
1826,29.2,878.5,16,329,7,2023-08-20,00:02:45
1829,29.2,878.1,16,329,7,2023-07-13,00:02:46
1833,29.2,877.8,16,330,7,2023-01-14,00:02:47
1836,29.1,877.5,16,330,7,2023-05-15,00:02:48
1839,29.1,877.1,15,330,7,2023-12-15,00:02:49
1843,29.1,876.8,15,330,7,2023-01-07,00:02:50
1846,29,876.4,16,330,7,2023-07-07,00:02:51
1850,29,876.1,16,330,7,2023-01-23,00:02:52
1853,29,875.8,15,331,7.1,2023-04-05,00:02:53
1857,28.9,875.4,15,331,7.1,2023-01-25,00:02:54
1861,28.9,875,15,331,7.1,2023-12-21,00:02:55
1864,28.9,874.7,15,331,7.1,2023-03-23,00:02:56
1868,28.8,874.3,15,331,7.1,2023-01-16,00:02:57
1871,28.8,874,16,331,7.1,2023-08-10,00:02:58
1874,28.8,873.7,16,331,7.1,2023-02-11,00:02:59
1878,28.7,873.4,16,331,7.1,2023-01-24,00:03:00
1881,28.7,873,16,331,7.1,2023-07-11,00:03:01
1884,28.7,872.7,16,331,7.1,2023-04-24,00:03:02
1887,28.7,872.4,16,331,7.1,2023-11-10,00:03:03
1890,28.6,872.1,16,331,7.1,2023-07-04,00:03:04
1894,28.6,871.8,16,331,7.1,2023-02-25,00:03:05
1897,28.6,871.5,16,331,7.1,2023-07-27,00:03:06
1899,28.5,871.2,16,331,7.1,2023-01-18,00:03:07
1902,28.5,871,16,331,7.1,2023-12-23,00:03:08
1905,28.5,870.7,16,330,7.1,2023-06-21,00:03:09
1908,28.4,870.3,16,330,7.1,2023-03-18,00:03:10
1912,28.4,870,16,330,7.2,2023-07-10,00:03:11
1916,28.4,869.6,16,330,7.2,2023-09-22,00:03:12
1919,28.3,869.3,17,330,7.2,2023-05-12,00:03:13
1922,28.3,869,17,330,7.2,2023-04-04,00:03:14
1925,28.3,868.7,17,330,7.2,2023-07-09,00:03:15
1929,28.2,868.3,17,330,7.2,2023-01-22,00:03:16
1932,28.2,868,17,329,7.2,2023-09-24,00:03:17
1936,28.2,867.6,17,329,7.3,2023-09-08,00:03:18
1940,28.1,867.3,17,329,7.3,2023-08-06,00:03:19
1943,28.1,867,17,329,7.3,2023-02-06,00:03:20
1946,28.1,866.6,17,329,7.3,2023-05-04,00:03:21
1949,28,866.3,17,329,7.3,2023-04-04,00:03:22
1952,28,866,17,329,7.4,2023-06-21,00:03:23
1956,28,865.7,17,329,7.4,2023-01-09,00:03:24
1959,27.9,865.3,17,329,7.4,2023-07-30,00:03:25
1963,27.9,865,17,329,7.4,2023-06-03,00:03:26
1966,27.9,864.7,17,328,7.4,2023-02-12,00:03:27
1969,27.9,864.4,17,328,7.4,2023-04-16,00:03:28
1972,27.8,864.1,17,328,7.4,2023-05-09,00:03:29
1975,27.8,863.8,17,329,7.4,2023-01-07,00:03:30
1978,27.8,863.5,17,329,7.4,2023-04-29,00:03:31
1982,27.7,863.1,17,329,7.4,2023-06-11,00:03:32
1985,27.7,862.8,17,329,7.4,2023-08-07,00:03:33
1988,27.7,862.5,17,329,7.4,2023-11-17,00:03:34
1992,27.6,862.2,17,329,7.3,2023-05-02,00:03:35
1995,27.6,861.8,17,329,7.3,2023-05-12,00:03:36
2000,27.6,861.4,17,329,7.3,2023-11-10,00:03:37
2004,27.5,861,17,329,7.2,2023-07-24,00:03:38
2009,27.5,860.5,17,330,7.2,2023-07-20,00:03:39
2013,27.4,860.1,17,330,7.2,2023-12-11,00:03:40
2016,27.4,859.8,17,330,7.1,2023-03-09,00:03:41
2020,27.4,859.5,17,330,7.1,2023-07-06,00:03:42
2023,27.3,859.1,18,330,7,2023-11-11,00:03:43
2028,27.3,858.7,18,330,6.9,2023-11-08,00:03:44
2032,27.3,858.2,18,330,6.9,2023-07-20,00:03:45
2036,27.2,857.8,18,331,6.8,2023-04-16,00:03:46
2041,27.2,857.4,18,331,6.8,2023-01-03,00:03:47
2045,27.1,857,18,331,6.7,2023-02-06,00:03:48
2050,27.1,856.5,18,331,6.7,2023-07-15,00:03:49
2054,27,856.1,18,331,6.6,2023-08-25,00:03:50
2058,27,855.7,18,331,6.5,2023-08-20,00:03:51
2062,27,855.4,18,331,6.5,2023-01-08,00:03:52
2065,26.9,855,18,330,6.4,2023-04-26,00:03:53
2069,26.9,854.7,18,330,6.4,2023-09-28,00:03:54
2073,26.9,854.2,18,330,6.3,2023-05-29,00:03:55
2078,26.8,853.8,18,330,6.3,2023-09-27,00:03:56
2083,26.8,853.3,19,329,6.2,2023-10-04,00:03:57
2087,26.8,852.9,19,329,6.2,2023-03-25,00:03:58
2091,26.7,852.5,19,329,6.2,2023-11-19,00:03:59
2095,26.7,852.1,19,328,6.1,2023-01-29,00:04:00
2098,26.7,851.8,19,328,6.1,2023-10-19,00:04:01
2102,26.6,851.4,19,327,6,2023-12-15,00:04:02
2106,26.6,851.1,19,327,6,2023-05-18,00:04:03
2110,26.5,850.7,19,327,6,2023-08-09,00:04:04
2114,26.5,850.3,19,326,5.9,2023-06-10,00:04:05
2119,26.5,849.8,19,326,5.9,2023-01-26,00:04:06
2123,26.4,849.4,19,325,5.9,2023-12-02,00:04:07
2127,26.4,849,19,325,5.8,2023-07-04,00:04:08
2131,26.3,848.7,19,324,5.8,2023-01-20,00:04:09
2134,26.3,848.3,19,324,5.8,2023-02-19,00:04:10
2137,26.3,848,19,323,5.8,2023-09-19,00:04:11
2141,26.2,847.7,19,323,5.7,2023-02-12,00:04:12
2144,26.2,847.4,20,322,5.7,2023-11-22,00:04:13
2147,26.2,847.1,20,322,5.7,2023-12-16,00:04:14
2150,26.1,846.8,20,322,5.6,2023-03-15,00:04:15
2154,26.1,846.5,20,321,5.6,2023-03-17,00:04:16
2157,26.1,846.1,20,321,5.6,2023-10-15,00:04:17
2160,26,845.8,20,320,5.5,2023-01-08,00:04:18
2163,26,845.5,20,320,5.5,2023-07-12,00:04:19
2166,26,845.3,20,320,5.5,2023-10-01,00:04:20
2169,26,845,20,319,5.4,2023-03-23,00:04:21
2172,26,844.7,20,319,5.4,2023-04-23,00:04:22
2176,25.9,844.3,20,319,5.3,2023-09-08,00:04:23
2179,25.9,844,20,319,5.3,2023-04-29,00:04:24
2183,25.9,843.7,20,318,5.2,2023-12-10,00:04:25
2186,25.9,843.4,20,318,5.2,2023-05-21,00:04:26
2189,25.8,843,20,318,5.2,2023-11-19,00:04:27
2192,25.8,842.7,20,318,5.1,2023-02-15,00:04:28
2196,25.8,842.4,20,317,5.1,2023-03-01,00:04:29
2199,25.7,842.1,20,317,5,2023-01-29,00:04:30
2203,25.7,841.7,20,317,5,2023-04-10,00:04:31
2206,25.7,841.4,20,317,4.9,2023-12-22,00:04:32
2210,25.6,841.1,20,317,4.9,2023-05-05,00:04:33
2214,25.6,840.7,20,316,4.8,2023-11-12,00:04:34
2217,25.6,840.4,20,316,4.8,2023-09-11,00:04:35
2221,25.6,840,20,316,4.7,2023-12-22,00:04:36
2225,25.5,839.6,20,316,4.7,2023-04-25,00:04:37
2229,25.5,839.3,20,316,4.6,2023-07-07,00:04:38
2232,25.5,838.9,20,315,4.6,2023-12-17,00:04:39
2236,25.4,838.5,20,315,4.5,2023-06-30,00:04:40
2240,25.4,838.2,20,315,4.5,2023-04-28,00:04:41
2244,25.4,837.8,20,315,4.4,2023-12-14,00:04:42
2247,25.4,837.5,20,314,4.4,2023-09-16,00:04:43
2250,25.3,837.2,20,314,4.4,2023-10-07,00:04:44
2253,25.3,836.9,20,314,4.3,2023-10-31,00:04:45
2256,25.3,836.6,20,314,4.3,2023-01-31,00:04:46
2259,25.2,836.3,20,313,4.3,2023-11-07,00:04:47
2263,25.2,836,20,313,4.2,2023-12-14,00:04:48
2266,25.2,835.7,20,313,4.2,2023-06-09,00:04:49
2270,25.2,835.3,20,312,4.2,2023-01-25,00:04:50
2273,25.1,835,20,312,4.1,2023-10-10,00:04:51
2276,25.1,834.7,20,311,4.1,2023-06-24,00:04:52
2279,25.1,834.4,21,311,4.1,2023-10-11,00:04:53
2282,25.1,834.1,21,311,4.1,2023-02-18,00:04:54
2286,25.1,833.8,21,310,4.1,2023-04-25,00:04:55
2289,25,833.5,21,310,4.1,2023-08-02,00:04:56
2293,25,833.1,21,309,4.1,2023-01-26,00:04:57
2296,25,832.8,21,309,4.1,2023-05-24,00:04:58
2299,24.9,832.5,21,308,4.1,2023-10-17,00:04:59
2302,24.9,832.3,21,308,4.1,2023-07-28,00:05:00
2305,24.9,832,21,308,4.1,2023-06-07,00:05:01
2308,24.8,831.7,21,307,4.1,2023-06-25,00:05:02
2312,24.8,831.3,21,307,4.1,2023-03-10,00:05:03
2315,24.8,831,21,306,4.1,2023-04-28,00:05:04
2319,24.8,830.7,21,306,4.1,2023-01-02,00:05:05
2322,24.7,830.4,21,305,4.1,2023-01-05,00:05:06
2325,24.7,830.1,21,305,4.1,2023-04-21,00:05:07
2329,24.7,829.7,21,304,4.2,2023-12-30,00:05:08
2332,24.6,829.4,21,304,4.2,2023-04-25,00:05:09
2335,24.6,829.1,22,303,4.2,2023-09-29,00:05:10
2338,24.6,828.8,22,303,4.2,2023-10-29,00:05:11
2342,24.6,828.5,22,303,4.2,2023-11-20,00:05:12
2345,24.6,828.2,22,302,4.2,2023-03-20,00:05:13
2349,24.5,827.8,22,302,4.2,2023-08-09,00:05:14
2353,24.5,827.5,22,301,4.2,2023-08-28,00:05:15
2356,24.5,827.1,22,301,4.2,2023-04-17,00:05:16
2360,24.4,826.8,22,301,4.2,2023-02-05,00:05:17
2363,24.4,826.4,22,300,4.2,2023-04-27,00:05:18
2367,24.3,826.1,22,300,4.2,2023-07-20,00:05:19
2370,24.3,825.8,22,300,4.2,2023-07-15,00:05:20
2373,24.3,825.5,22,300,4.2,2023-11-01,00:05:21
2377,24.3,825.2,22,299,4.2,2023-03-06,00:05:22
2380,24.2,824.9,22,299,4.2,2023-07-28,00:05:23
2382,24.2,824.6,22,299,4.2,2023-09-27,00:05:24
2386,24.2,824.3,22,299,4.2,2023-12-22,00:05:25
2389,24.1,824,22,299,4.2,2023-03-27,00:05:26
2392,24.1,823.7,22,299,4.1,2023-08-02,00:05:27
2396,24.1,823.4,23,299,4.1,2023-05-04,00:05:28
2399,24,823.1,23,299,4.1,2023-01-10,00:05:29
2403,24,822.7,23,299,4.1,2023-04-09,00:05:30
2406,24,822.4,23,299,4.1,2023-04-21,00:05:31
2410,23.9,822,23,299,4.1,2023-05-06,00:05:32
2414,23.9,821.7,23,299,4.1,2023-07-25,00:05:33
2417,23.9,821.4,23,299,4.1,2023-03-02,00:05:34
2420,23.8,821.1,23,299,4,2023-08-28,00:05:35
2423,23.8,820.8,23,300,4,2023-07-03,00:05:36
2427,23.8,820.5,23,300,4,2023-04-17,00:05:37
2430,23.7,820.1,23,300,4,2023-12-19,00:05:38
2434,23.7,819.8,23,300,4,2023-07-15,00:05:39
2437,23.7,819.5,23,300,4,2023-08-13,00:05:40
2441,23.6,819.1,23,301,4,2023-10-29,00:05:41
2445,23.6,818.8,23,301,4,2023-05-12,00:05:42
2448,23.6,818.4,23,301,4,2023-06-01,00:05:43
2452,23.5,818.1,23,301,4,2023-01-13,00:05:44
2455,23.5,817.8,23,301,4,2023-02-01,00:05:45
2459,23.5,817.5,23,301,4,2023-10-17,00:05:46
2462,23.4,817.2,23,301,4,2023-09-03,00:05:47
2465,23.4,816.9,23,301,3.9,2023-05-13,00:05:48
2468,23.4,816.6,23,301,3.9,2023-03-12,00:05:49
2471,23.3,816.3,23,301,3.9,2023-06-14,00:05:50
2475,23.3,816,23,301,3.9,2023-12-26,00:05:51
2478,23.3,815.7,23,301,3.9,2023-09-04,00:05:52
2481,23.2,815.4,23,301,3.9,2023-12-29,00:05:53
2484,23.2,815,24,301,3.9,2023-10-30,00:05:54
2488,23.2,814.7,24,301,3.9,2023-05-20,00:05:55
2492,23.2,814.4,24,301,3.9,2023-10-19,00:05:56
2495,23.1,814.1,24,301,3.9,2023-08-07,00:05:57
2498,23.1,813.8,24,301,3.9,2023-10-03,00:05:58
2501,23.1,813.5,24,300,3.8,2023-02-06,00:05:59
2505,23,813.1,24,300,3.8,2023-05-27,00:06:00
2509,23,812.8,24,300,3.8,2023-03-19,00:06:01
2513,23,812.4,24,300,3.8,2023-02-20,00:06:02
2516,22.9,812.1,24,300,3.8,2023-03-02,00:06:03
2519,22.9,811.8,24,299,3.8,2023-10-28,00:06:04
2523,22.9,811.5,24,299,3.8,2023-12-11,00:06:05
2527,22.8,811.1,24,299,3.8,2023-02-20,00:06:06
2530,22.8,810.7,24,299,3.7,2023-03-14,00:06:07
2534,22.8,810.4,24,299,3.7,2023-04-15,00:06:08
2537,22.7,810.1,24,299,3.7,2023-07-08,00:06:09
2541,22.7,809.8,24,299,3.7,2023-08-07,00:06:10
2544,22.7,809.4,24,299,3.7,2023-11-08,00:06:11
2548,22.6,809.1,23,299,3.7,2023-09-17,00:06:12
2551,22.6,808.8,23,299,3.7,2023-11-28,00:06:13
2554,22.6,808.5,23,299,3.7,2023-09-11,00:06:14
2558,22.5,808.2,23,299,3.7,2023-06-22,00:06:15
2561,22.5,807.9,23,299,3.7,2023-04-25,00:06:16
2565,22.5,807.5,23,299,3.7,2023-04-19,00:06:17
2568,22.4,807.2,23,299,3.7,2023-10-08,00:06:18
2572,22.4,806.9,23,299,3.7,2023-12-01,00:06:19
2576,22.4,806.5,23,300,3.7,2023-03-09,00:06:20
2580,22.3,806.1,23,300,3.6,2023-06-28,00:06:21
2584,22.3,805.8,23,300,3.6,2023-07-10,00:06:22
2588,22.3,805.4,23,300,3.6,2023-12-30,00:06:23
2591,22.2,805.1,23,300,3.6,2023-09-17,00:06:24
2595,22.2,804.8,23,300,3.6,2023-08-14,00:06:25
2598,22.2,804.5,23,300,3.6,2023-08-29,00:06:26
2601,22.1,804.2,23,300,3.7,2023-01-31,00:06:27
2605,22.1,803.8,23,300,3.7,2023-04-20,00:06:28
2608,22.1,803.5,23,300,3.7,2023-05-25,00:06:29
2612,22,803.2,23,300,3.7,2023-07-01,00:06:30
2615,22,802.8,23,300,3.7,2023-07-23,00:06:31
2619,22,802.5,23,300,3.7,2023-10-16,00:06:32
2622,21.9,802.2,23,300,3.7,2023-08-23,00:06:33
2625,21.9,801.9,23,300,3.8,2023-02-23,00:06:34
2628,21.9,801.7,23,300,3.8,2023-05-21,00:06:35
2631,21.8,801.4,24,300,3.8,2023-06-22,00:06:36
2635,21.8,801.1,24,300,3.9,2023-06-22,00:06:37
2638,21.8,800.7,24,300,3.9,2023-12-08,00:06:38
2641,21.7,800.4,25,299,4,2023-10-07,00:06:39
2645,21.7,800.1,25,299,4,2023-08-14,00:06:40
2649,21.7,799.7,25,299,4.1,2023-08-17,00:06:41
2654,21.6,799.3,25,299,4.1,2023-10-23,00:06:42
2658,21.6,798.9,25,299,4.2,2023-12-17,00:06:43
2663,21.5,798.5,25,299,4.2,2023-11-25,00:06:44
2668,21.5,798,26,299,4.3,2023-06-14,00:06:45
2673,21.4,797.5,26,299,4.4,2023-06-09,00:06:46
2679,21.4,797,26,299,4.4,2023-12-15,00:06:47
2684,21.3,796.5,26,299,4.5,2023-04-23,00:06:48
2690,21.3,796,26,299,4.6,2023-02-18,00:06:49
2695,21.2,795.5,26,299,4.6,2023-06-01,00:06:50
2700,21.2,795,26,299,4.7,2023-12-04,00:06:51
2705,21.1,794.6,26,299,4.7,2023-03-17,00:06:52
2710,21.1,794.1,27,299,4.8,2023-07-16,00:06:53
2714,21,793.7,27,299,4.8,2023-02-13,00:06:54
2718,21,793.4,27,299,4.9,2023-01-02,00:06:55
2721,21,793.1,27,299,4.9,2023-04-25,00:06:56
2724,20.9,792.8,27,299,5,2023-03-31,00:06:57
2727,20.9,792.5,27,299,5,2023-10-06,00:06:58
2730,20.9,792.2,27,299,5,2023-01-29,00:06:59
2733,20.8,792,27,299,5,2023-04-19,00:07:00
2736,20.8,791.7,27,299,5.1,2023-07-12,00:07:01
2740,20.8,791.4,27,300,5.1,2023-06-16,00:07:02
2744,20.7,791,27,300,5.1,2023-04-29,00:07:03
2747,20.7,790.7,27,300,5.1,2023-10-21,00:07:04
2751,20.7,790.3,27,300,5.1,2023-01-10,00:07:05
2755,20.6,790,27,299,5.2,2023-03-22,00:07:06
2758,20.6,789.7,27,299,5.2,2023-01-31,00:07:07
2762,20.6,789.3,27,299,5.2,2023-06-12,00:07:08
2765,20.5,789,27,299,5.2,2023-10-29,00:07:09
2769,20.5,788.7,27,299,5.2,2023-09-03,00:07:10
2772,20.5,788.5,27,299,5.2,2023-07-09,00:07:11
2775,20.4,788.2,27,299,5.3,2023-06-29,00:07:12
2778,20.4,787.9,28,299,5.3,2023-12-16,00:07:13
2782,20.4,787.5,28,299,5.3,2023-03-08,00:07:14
2785,20.3,787.2,28,299,5.3,2023-07-14,00:07:15
2789,20.3,786.9,28,299,5.4,2023-10-19,00:07:16
2793,20.3,786.5,28,299,5.4,2023-09-23,00:07:17
2797,20.2,786.1,28,299,5.4,2023-03-06,00:07:18
2802,20.2,785.7,28,299,5.4,2023-04-07,00:07:19
2807,20.1,785.3,28,299,5.4,2023-11-28,00:07:20
2811,20.1,784.9,28,299,5.5,2023-11-24,00:07:21
2816,20.1,784.4,28,299,5.5,2023-01-27,00:07:22
2821,20,784,28,299,5.5,2023-07-15,00:07:23
2825,20,783.6,28,299,5.5,2023-01-23,00:07:24
2829,19.9,783.2,28,299,5.5,2023-12-23,00:07:25
