HGHT,TEMP,PRES,RELH,DRCT,SPED,DATE,TIME
10096,-30.2,311.1,5,95,3.9,2023-09-12,00:41:59
10100,-30.3,311,5,96,3.9,2023-03-22,00:42:00
10103,-30.3,310.8,5,96,3.9,2023-03-01,00:42:01
10107,-30.3,310.6,5,97,3.9,2023-08-20,00:42:02
10110,-30.4,310.5,5,97,3.9,2023-05-13,00:42:03
10114,-30.4,310.3,5,98,3.9,2023-05-23,00:42:04
10118,-30.4,310.2,5,98,3.9,2023-06-18,00:42:05
10121,-30.5,310,5,99,3.9,2023-03-14,00:42:06
10125,-30.5,309.8,5,99,3.8,2023-04-30,00:42:07
10129,-30.6,309.7,5,100,3.8,2023-08-02,00:42:08
10133,-30.6,309.5,5,101,3.8,2023-04-16,00:42:09
10136,-30.6,309.4,5,101,3.8,2023-11-05,00:42:10
10140,-30.6,309.2,5,102,3.8,2023-07-05,00:42:11
10143,-30.7,309.1,5,103,3.8,2023-04-05,00:42:12
10147,-30.7,308.9,5,103,3.7,2023-09-04,00:42:13
10150,-30.7,308.7,5,104,3.7,2023-06-04,00:42:14
10154,-30.8,308.6,5,105,3.7,2023-01-29,00:42:15
10158,-30.8,308.4,5,105,3.7,2023-05-22,00:42:16
10162,-30.8,308.3,5,106,3.6,2023-12-15,00:42:17
10165,-30.8,308.1,5,106,3.6,2023-01-09,00:42:18
10169,-30.8,307.9,5,107,3.6,2023-01-14,00:42:19
10172,-30.9,307.8,5,107,3.5,2023-03-14,00:42:20
10176,-30.9,307.6,5,107,3.5,2023-10-12,00:42:21
10180,-31,307.5,5,108,3.5,2023-09-24,00:42:22
10184,-31,307.3,5,108,3.4,2023-11-23,00:42:23
10188,-31,307.1,5,108,3.4,2023-10-13,00:42:24
10191,-31,307,5,108,3.3,2023-02-19,00:42:25
10195,-31,306.8,4,108,3.3,2023-09-08,00:42:26
10199,-31,306.6,4,108,3.2,2023-06-04,00:42:27
10203,-31,306.5,4,107,3.2,2023-02-14,00:42:28
10207,-31,306.3,4,107,3.1,2023-03-07,00:42:29
10211,-31,306.1,4,107,3,2023-02-17,00:42:30
10214,-31,306,4,106,3,2023-10-31,00:42:31
10218,-31,305.8,4,105,2.9,2023-02-05,00:42:32
10222,-31,305.7,4,105,2.9,2023-01-31,00:42:33
10225,-31.1,305.5,4,104,2.8,2023-12-22,00:42:34
10229,-31.1,305.3,4,103,2.7,2023-06-01,00:42:35
10233,-31.1,305.2,4,102,2.7,2023-02-01,00:42:36
10237,-31.1,305,4,101,2.6,2023-12-20,00:42:37
10241,-31.1,304.8,4,100,2.6,2023-09-20,00:42:38
10244,-31.2,304.7,4,99,2.5,2023-02-26,00:42:39
10248,-31.2,304.5,4,98,2.4,2023-03-10,00:42:40
10252,-31.2,304.4,4,96,2.4,2023-08-27,00:42:41
10255,-31.3,304.2,4,95,2.3,2023-01-17,00:42:42
10259,-31.3,304.1,4,94,2.3,2023-07-25,00:42:43
10263,-31.3,303.9,4,93,2.3,2023-08-06,00:42:44
10266,-31.3,303.7,4,92,2.2,2023-05-24,00:42:45
10270,-31.4,303.6,4,91,2.2,2023-01-10,00:42:46
10273,-31.4,303.5,5,90,2.2,2023-02-09,00:42:47
10276,-31.4,303.3,5,89,2.1,2023-01-19,00:42:48
10280,-31.4,303.2,5,89,2.1,2023-02-22,00:42:49
10284,-31.5,303,5,88,2.1,2023-07-16,00:42:50
10288,-31.5,302.8,5,88,2.1,2023-11-20,00:42:51
10291,-31.5,302.7,5,87,2.1,2023-01-16,00:42:52
10295,-31.6,302.5,4,87,2,2023-10-21,00:42:53
10298,-31.6,302.4,4,87,2,2023-05-04,00:42:54
10302,-31.6,302.2,4,87,2,2023-09-01,00:42:55
10305,-31.6,302.1,4,88,2,2023-12-14,00:42:56
10309,-31.7,301.9,4,88,2,2023-01-22,00:42:57
10313,-31.7,301.7,4,89,2,2023-10-01,00:42:58
10316,-31.7,301.6,4,89,2,2023-07-02,00:42:59
10320,-31.7,301.4,4,90,2,2023-11-23,00:43:00
10324,-31.7,301.3,4,91,2,2023-08-28,00:43:01
10327,-31.8,301.1,4,92,2,2023-04-13,00:43:02
10331,-31.8,301,4,93,1.9,2023-02-16,00:43:03
10335,-31.8,300.8,4,95,1.9,2023-12-11,00:43:04
10339,-31.8,300.6,4,96,1.9,2023-03-11,00:43:05
10342,-31.9,300.5,4,98,1.9,2023-06-05,00:43:06
10346,-31.9,300.3,4,99,1.9,2023-03-02,00:43:07
10350,-31.9,300.2,4,101,1.9,2023-12-10,00:43:08
10353,-32,300,4,103,1.9,2023-01-28,00:43:09
10357,-32,299.9,4,105,1.9,2023-02-20,00:43:10
10361,-32,299.7,4,107,1.9,2023-07-02,00:43:11
10364,-32,299.6,4,109,1.9,2023-12-17,00:43:12
10368,-32,299.4,4,111,1.9,2023-07-08,00:43:13
10372,-32.1,299.2,4,113,1.9,2023-05-22,00:43:14
10375,-32.1,299.1,4,115,1.9,2023-12-22,00:43:15
10379,-32.1,298.9,4,117,1.9,2023-06-30,00:43:16
10382,-32.2,298.8,4,119,1.9,2023-08-22,00:43:17
10386,-32.2,298.6,4,121,1.9,2023-09-01,00:43:18
10390,-32.2,298.5,4,124,1.9,2023-06-30,00:43:19
10394,-32.2,298.3,4,126,1.9,2023-03-07,00:43:20
10397,-32.3,298.2,4,128,1.9,2023-06-16,00:43:21
10401,-32.3,298,4,130,1.9,2023-02-14,00:43:22
10404,-32.3,297.9,4,132,1.9,2023-10-22,00:43:23
10407,-32.3,297.7,4,134,1.9,2023-08-30,00:43:24
10410,-32.3,297.6,4,136,1.9,2023-03-21,00:43:25
10414,-32.3,297.5,4,138,1.9,2023-05-19,00:43:26
10418,-32.4,297.3,4,140,1.9,2023-09-04,00:43:27
10421,-32.4,297.1,4,142,2,2023-02-07,00:43:28
10425,-32.4,297,4,144,2,2023-03-29,00:43:29
10429,-32.4,296.8,4,146,2,2023-12-09,00:43:30
10433,-32.4,296.7,4,148,2,2023-02-16,00:43:31
10436,-32.4,296.5,4,149,2,2023-08-29,00:43:32
10440,-32.5,296.4,4,151,2,2023-07-14,00:43:33
10443,-32.5,296.2,4,152,2,2023-08-28,00:43:34
10447,-32.6,296.1,4,154,2,2023-09-27,00:43:35
10450,-32.6,295.9,4,155,2,2023-04-04,00:43:36
10453,-32.6,295.8,4,156,2,2023-06-28,00:43:37
10457,-32.6,295.7,4,157,2.1,2023-11-13,00:43:38
10460,-32.6,295.5,4,159,2.1,2023-08-13,00:43:39
10464,-32.6,295.4,4,160,2.1,2023-03-01,00:43:40
10467,-32.6,295.2,4,161,2.1,2023-08-01,00:43:41
10471,-32.7,295.1,4,161,2.1,2023-12-28,00:43:42
10475,-32.7,294.9,4,162,2.1,2023-07-04,00:43:43
10478,-32.7,294.8,4,163,2.1,2023-08-14,00:43:44
10482,-32.8,294.6,4,164,2.1,2023-03-04,00:43:45
10485,-32.8,294.5,4,165,2.1,2023-09-14,00:43:46
10489,-32.8,294.3,4,165,2.1,2023-09-09,00:43:47
10492,-32.9,294.2,4,166,2.2,2023-10-17,00:43:48
10496,-32.9,294,4,166,2.2,2023-05-06,00:43:49
10500,-32.9,293.9,4,167,2.2,2023-11-02,00:43:50
10503,-32.9,293.7,4,167,2.2,2023-08-21,00:43:51
10507,-33,293.6,4,168,2.2,2023-12-01,00:43:52
10511,-33,293.4,4,168,2.2,2023-10-21,00:43:53
10515,-33.1,293.2,4,168,2.2,2023-10-04,00:43:54
10518,-33.1,293.1,4,169,2.2,2023-06-22,00:43:55
10522,-33.1,292.9,4,169,2.2,2023-08-08,00:43:56
10525,-33.1,292.8,4,169,2.2,2023-04-04,00:43:57
10528,-33.2,292.7,4,170,2.2,2023-07-24,00:43:58
10532,-33.2,292.5,4,170,2.2,2023-11-11,00:43:59
10536,-33.2,292.4,4,170,2.2,2023-04-03,00:44:00
10539,-33.2,292.2,4,170,2.2,2023-11-14,00:44:01
10543,-33.3,292,4,170,2.2,2023-09-28,00:44:02
10547,-33.3,291.9,4,171,2.2,2023-07-09,00:44:03
10551,-33.3,291.7,4,171,2.2,2023-12-26,00:44:04
10555,-33.3,291.6,4,171,2.2,2023-12-29,00:44:05
10559,-33.4,291.4,4,171,2.1,2023-06-09,00:44:06
10562,-33.4,291.3,4,171,2.1,2023-04-10,00:44:07
10566,-33.4,291.1,4,171,2.1,2023-05-30,00:44:08
10570,-33.4,290.9,4,171,2.1,2023-12-29,00:44:09
10574,-33.5,290.8,4,171,2.1,2023-02-21,00:44:10
10577,-33.5,290.6,4,171,2.1,2023-12-08,00:44:11
10581,-33.6,290.5,4,171,2.1,2023-09-19,00:44:12
10585,-33.6,290.3,4,171,2.1,2023-08-19,00:44:13
10588,-33.6,290.2,4,171,2.1,2023-02-22,00:44:14
10592,-33.6,290,4,171,2.1,2023-11-17,00:44:15
10596,-33.6,289.9,4,171,2.1,2023-01-25,00:44:16
10600,-33.7,289.7,4,171,2.1,2023-06-01,00:44:17
10603,-33.7,289.6,4,171,2.1,2023-05-24,00:44:18
10607,-33.7,289.4,4,171,2,2023-12-05,00:44:19
10610,-33.8,289.3,4,171,2,2023-02-22,00:44:20
10614,-33.8,289.1,4,171,2,2023-06-05,00:44:21
10617,-33.8,289,4,171,2,2023-11-13,00:44:22
10621,-33.8,288.8,4,171,2,2023-05-24,00:44:23
10625,-33.9,288.6,4,171,2.1,2023-12-31,00:44:24
10629,-33.9,288.5,4,171,2.1,2023-05-26,00:44:25
10633,-34,288.3,4,171,2.1,2023-08-26,00:44:26
10637,-34,288.2,4,171,2.1,2023-07-16,00:44:27
10640,-34,288,4,171,2.1,2023-04-11,00:44:28
10643,-34,287.9,4,171,2.1,2023-08-01,00:44:29
10647,-34.1,287.8,4,171,2.1,2023-10-20,00:44:30
10651,-34.1,287.6,4,171,2.1,2023-09-16,00:44:31
10654,-34.1,287.4,4,171,2.1,2023-03-11,00:44:32
10658,-34.1,287.3,4,171,2.1,2023-05-29,00:44:33
10662,-34.2,287.1,4,171,2.1,2023-10-30,00:44:34
10666,-34.2,287,4,171,2.1,2023-01-21,00:44:35
10669,-34.2,286.8,4,170,2.1,2023-05-15,00:44:36
10673,-34.2,286.7,4,170,2.1,2023-08-01,00:44:37
10677,-34.3,286.5,4,170,2.1,2023-04-22,00:44:38
10680,-34.3,286.4,4,169,2,2023-11-25,00:44:39
10684,-34.4,286.2,4,169,2,2023-02-16,00:44:40
10688,-34.4,286.1,4,168,2,2023-05-05,00:44:41
10691,-34.4,285.9,4,167,2,2023-02-04,00:44:42
10695,-34.4,285.8,4,166,2,2023-06-15,00:44:43
10698,-34.5,285.6,4,165,2,2023-06-16,00:44:44
10702,-34.5,285.5,4,164,1.9,2023-06-11,00:44:45
10705,-34.5,285.4,4,162,1.9,2023-12-23,00:44:46
10709,-34.5,285.2,4,161,1.9,2023-11-07,00:44:47
10713,-34.5,285.1,4,159,1.9,2023-05-23,00:44:48
10717,-34.6,284.9,4,157,1.9,2023-03-10,00:44:49
10720,-34.6,284.7,4,155,1.9,2023-01-14,00:44:50
10724,-34.6,284.6,4,152,1.9,2023-07-28,00:44:51
10728,-34.6,284.4,4,150,1.9,2023-11-16,00:44:52
10731,-34.6,284.3,4,147,1.9,2023-06-20,00:44:53
10735,-34.6,284.2,4,145,1.9,2023-03-08,00:44:54
10738,-34.6,284,4,142,1.9,2023-01-26,00:44:55
10741,-34.5,283.9,3,139,1.9,2023-10-21,00:44:56
10745,-34.5,283.7,3,137,1.9,2023-08-22,00:44:57
10750,-34.5,283.6,3,134,2,2023-08-07,00:44:58
10754,-34.5,283.4,3,132,2,2023-10-30,00:44:59
10757,-34.5,283.2,3,130,2,2023-06-04,00:45:00
10761,-34.5,283.1,3,127,2.1,2023-08-01,00:45:01
10765,-34.6,282.9,3,125,2.1,2023-10-17,00:45:02
10769,-34.6,282.8,3,124,2.2,2023-02-21,00:45:03
10773,-34.6,282.6,3,122,2.2,2023-04-08,00:45:04
10777,-34.7,282.4,3,121,2.3,2023-04-25,00:45:05
10782,-34.7,282.3,3,119,2.3,2023-09-19,00:45:06
10786,-34.7,282.1,3,118,2.4,2023-08-18,00:45:07
10790,-34.7,281.9,3,117,2.4,2023-11-03,00:45:08
10793,-34.7,281.8,3,116,2.5,2023-06-28,00:45:09
10797,-34.8,281.6,3,115,2.6,2023-02-22,00:45:10
10800,-34.8,281.5,3,114,2.6,2023-09-23,00:45:11
10804,-34.8,281.3,3,113,2.7,2023-08-05,00:45:12
10808,-34.8,281.2,3,113,2.7,2023-12-07,00:45:13
10812,-34.9,281,3,112,2.8,2023-10-06,00:45:14
10816,-34.9,280.9,3,112,2.9,2023-12-12,00:45:15
10819,-34.9,280.7,3,112,2.9,2023-06-28,00:45:16
10823,-35,280.6,3,111,3,2023-01-03,00:45:17
10826,-35,280.4,3,111,3.1,2023-03-19,00:45:18
10830,-35,280.3,3,111,3.1,2023-05-29,00:45:19
10834,-35.1,280.1,3,110,3.2,2023-05-10,00:45:20
10839,-35.1,280,3,110,3.2,2023-03-06,00:45:21
10843,-35.1,279.8,3,110,3.3,2023-07-25,00:45:22
10847,-35.2,279.6,3,110,3.4,2023-06-12,00:45:23
10851,-35.2,279.5,3,110,3.4,2023-03-18,00:45:24
10855,-35.2,279.3,3,110,3.5,2023-02-24,00:45:25
10859,-35.3,279.1,3,110,3.6,2023-02-27,00:45:26
10863,-35.3,279,3,110,3.6,2023-05-25,00:45:27
10867,-35.3,278.8,3,109,3.7,2023-12-19,00:45:28
10870,-35.4,278.7,3,109,3.7,2023-04-20,00:45:29
10874,-35.4,278.5,3,109,3.8,2023-01-14,00:45:30
10878,-35.4,278.4,3,109,3.9,2023-03-31,00:45:31
10882,-35.4,278.2,3,109,3.9,2023-08-12,00:45:32
10886,-35.4,278.1,3,109,4,2023-12-10,00:45:33
10889,-35.5,277.9,3,109,4,2023-10-30,00:45:34
10893,-35.5,277.8,3,109,4,2023-07-23,00:45:35
10897,-35.5,277.6,3,109,4.1,2023-08-21,00:45:36
10901,-35.6,277.5,3,108,4.1,2023-08-06,00:45:37
10905,-35.6,277.3,3,108,4.2,2023-12-03,00:45:38
10910,-35.7,277.1,3,108,4.2,2023-07-04,00:45:39
10913,-35.7,277,3,108,4.2,2023-02-03,00:45:40
10917,-35.8,276.8,3,108,4.2,2023-07-07,00:45:41
10921,-35.8,276.7,3,108,4.3,2023-07-10,00:45:42
10925,-35.8,276.5,3,108,4.3,2023-10-03,00:45:43
10929,-35.8,276.4,3,107,4.3,2023-11-04,00:45:44
10933,-35.7,276.2,3,107,4.3,2023-06-03,00:45:45
10937,-35.7,276,3,107,4.3,2023-04-14,00:45:46
10941,-35.8,275.9,3,107,4.4,2023-12-24,00:45:47
10944,-35.8,275.7,3,107,4.4,2023-10-17,00:45:48
10948,-35.8,275.6,3,107,4.4,2023-10-08,00:45:49
10952,-35.9,275.4,3,106,4.4,2023-10-03,00:45:50
10956,-35.9,275.3,3,106,4.4,2023-01-24,00:45:51
10960,-35.9,275.1,3,106,4.4,2023-04-16,00:45:52
10964,-36,275,3,106,4.4,2023-05-07,00:45:53
10968,-36,274.8,3,106,4.4,2023-06-01,00:45:54
10971,-36,274.7,3,105,4.5,2023-03-22,00:45:55
10975,-36.1,274.5,3,105,4.5,2023-04-04,00:45:56
10979,-36.1,274.3,3,105,4.5,2023-03-14,00:45:57
10983,-36.2,274.2,3,105,4.5,2023-10-24,00:45:58
10987,-36.2,274.1,3,105,4.5,2023-06-16,00:45:59
10990,-36.2,273.9,3,105,4.5,2023-08-03,00:46:00
10994,-36.3,273.8,3,104,4.5,2023-12-02,00:46:01
10997,-36.3,273.6,3,104,4.6,2023-10-28,00:46:02
11001,-36.4,273.5,3,104,4.6,2023-11-09,00:46:03
11005,-36.4,273.3,3,104,4.6,2023-03-22,00:46:04
11009,-36.4,273.2,3,104,4.6,2023-05-12,00:46:05
11012,-36.5,273,3,104,4.6,2023-10-07,00:46:06
11016,-36.5,272.9,3,104,4.6,2023-07-14,00:46:07
11020,-36.5,272.7,3,104,4.6,2023-07-25,00:46:08
11024,-36.6,272.6,3,103,4.6,2023-01-31,00:46:09
11028,-36.6,272.4,3,103,4.7,2023-08-04,00:46:10
11031,-36.7,272.3,3,103,4.7,2023-03-11,00:46:11
11035,-36.7,272.2,3,103,4.7,2023-11-30,00:46:12
11039,-36.7,272,3,103,4.7,2023-03-28,00:46:13
11042,-36.7,271.9,3,103,4.7,2023-08-26,00:46:14
11046,-36.8,271.7,3,103,4.7,2023-12-25,00:46:15
11050,-36.8,271.6,3,103,4.7,2023-12-20,00:46:16
11054,-36.8,271.4,3,103,4.7,2023-12-17,00:46:17
11058,-36.9,271.3,3,102,4.7,2023-03-26,00:46:18
11062,-36.9,271.1,3,102,4.7,2023-04-27,00:46:19
11065,-36.9,271,3,102,4.7,2023-03-13,00:46:20
11069,-36.9,270.8,3,102,4.7,2023-08-02,00:46:21
11073,-37,270.7,3,102,4.7,2023-08-24,00:46:22
11077,-37,270.5,3,102,4.7,2023-07-31,00:46:23
11081,-37,270.4,3,102,4.7,2023-07-25,00:46:24
11085,-37.1,270.2,3,101,4.7,2023-08-03,00:46:25
11089,-37.1,270.1,3,101,4.7,2023-09-23,00:46:26
11092,-37.1,269.9,3,101,4.7,2023-11-11,00:46:27
11096,-37.1,269.8,3,101,4.7,2023-05-01,00:46:28
11100,-37.2,269.6,3,101,4.7,2023-10-03,00:46:29
11103,-37.2,269.5,3,100,4.7,2023-10-16,00:46:30
11107,-37.2,269.3,3,100,4.7,2023-06-04,00:46:31
11111,-37.3,269.2,3,100,4.8,2023-07-01,00:46:32
11115,-37.3,269,3,100,4.8,2023-02-27,00:46:33
11119,-37.3,268.9,3,99,4.8,2023-03-12,00:46:34
11122,-37.4,268.7,3,99,4.8,2023-01-07,00:46:35
11126,-37.4,268.6,3,99,4.8,2023-05-14,00:46:36
11130,-37.4,268.5,3,99,4.9,2023-05-01,00:46:37
11134,-37.4,268.3,3,99,4.9,2023-06-03,00:46:38
11138,-37.5,268.1,3,98,4.9,2023-10-28,00:46:39
11142,-37.5,268,3,98,5,2023-01-27,00:46:40
11146,-37.5,267.8,3,98,5,2023-01-23,00:46:41
11149,-37.6,267.7,3,98,5,2023-11-18,00:46:42
11153,-37.6,267.5,3,98,5.1,2023-03-02,00:46:43
11157,-37.6,267.4,3,98,5.1,2023-09-18,00:46:44
11161,-37.7,267.3,3,97,5.1,2023-09-08,00:46:45
11164,-37.7,267.1,3,97,5.2,2023-04-15,00:46:46
11168,-37.7,267,3,97,5.2,2023-03-02,00:46:47
11172,-37.7,266.8,3,97,5.3,2023-08-28,00:46:48
11176,-37.8,266.7,3,97,5.3,2023-12-01,00:46:49
11180,-37.8,266.5,3,97,5.3,2023-09-12,00:46:50
11184,-37.9,266.3,3,97,5.4,2023-03-21,00:46:51
11188,-37.9,266.2,3,97,5.4,2023-01-13,00:46:52
11192,-38,266,3,97,5.4,2023-07-24,00:46:53
11195,-38,265.9,3,97,5.5,2023-01-30,00:46:54
11199,-38,265.8,3,97,5.5,2023-11-29,00:46:55
11202,-38.1,265.6,3,97,5.5,2023-11-20,00:46:56
11206,-38.1,265.5,3,97,5.5,2023-03-04,00:46:57
11210,-38.1,265.3,3,97,5.6,2023-01-15,00:46:58
11214,-38.2,265.2,3,97,5.6,2023-07-18,00:46:59
11218,-38.2,265,3,97,5.6,2023-03-25,00:47:00
11222,-38.2,264.9,3,97,5.6,2023-08-18,00:47:01
11225,-38.2,264.8,3,97,5.6,2023-09-19,00:47:02
11229,-38.3,264.6,3,97,5.6,2023-11-03,00:47:03
11233,-38.3,264.5,3,97,5.6,2023-02-07,00:47:04
11236,-38.4,264.3,3,97,5.7,2023-10-04,00:47:05
11240,-38.4,264.2,3,97,5.7,2023-04-12,00:47:06
11244,-38.4,264,3,96,5.7,2023-04-28,00:47:07
11247,-38.5,263.9,3,96,5.7,2023-12-20,00:47:08
11251,-38.5,263.8,3,96,5.7,2023-09-23,00:47:09
11255,-38.5,263.6,3,96,5.7,2023-08-07,00:47:10
11259,-38.5,263.5,3,96,5.7,2023-04-18,00:47:11
11262,-38.5,263.3,3,96,5.7,2023-08-29,00:47:12
11266,-38.6,263.2,3,96,5.7,2023-10-11,00:47:13
11270,-38.6,263,3,96,5.6,2023-10-07,00:47:14
11273,-38.6,262.9,3,96,5.6,2023-06-05,00:47:15
11277,-38.7,262.8,3,96,5.6,2023-06-14,00:47:16
11281,-38.7,262.6,3,96,5.6,2023-02-06,00:47:17
11285,-38.8,262.5,3,96,5.6,2023-03-03,00:47:18
11288,-38.8,262.3,3,96,5.6,2023-02-27,00:47:19
11292,-38.8,262.2,3,95,5.6,2023-05-17,00:47:20
11296,-38.9,262.1,3,95,5.6,2023-11-17,00:47:21
11299,-38.9,261.9,3,95,5.6,2023-02-07,00:47:22
11303,-38.9,261.8,3,95,5.5,2023-04-08,00:47:23
11307,-39,261.6,3,95,5.5,2023-03-29,00:47:24
11311,-39,261.5,3,95,5.5,2023-12-28,00:47:25
11315,-39.1,261.3,3,95,5.5,2023-09-22,00:47:26
11319,-39.1,261.2,4,95,5.5,2023-12-02,00:47:27
11323,-39.1,261,4,95,5.5,2023-09-16,00:47:28
11327,-39.2,260.9,4,95,5.5,2023-10-29,00:47:29
11331,-39.2,260.7,4,95,5.4,2023-10-06,00:47:30
11334,-39.2,260.6,4,94,5.4,2023-02-15,00:47:31
11338,-39.3,260.4,4,94,5.4,2023-01-17,00:47:32
11342,-39.3,260.3,4,94,5.4,2023-02-25,00:47:33
11346,-39.3,260.1,3,94,5.4,2023-03-03,00:47:34
11350,-39.4,260,3,94,5.4,2023-01-22,00:47:35
11353,-39.4,259.9,3,94,5.3,2023-06-22,00:47:36
11357,-39.5,259.7,3,94,5.3,2023-12-28,00:47:37
11361,-39.5,259.6,3,94,5.3,2023-10-23,00:47:38
11365,-39.5,259.4,3,94,5.3,2023-12-15,00:47:39
11369,-39.6,259.3,3,93,5.3,2023-04-19,00:47:40
11372,-39.6,259.1,3,93,5.3,2023-05-21,00:47:41
11376,-39.7,259,3,93,5.3,2023-02-11,00:47:42
11380,-39.7,258.8,3,93,5.3,2023-03-31,00:47:43
11384,-39.7,258.7,4,93,5.3,2023-09-26,00:47:44
11388,-39.8,258.5,4,93,5.3,2023-12-30,00:47:45
11392,-39.8,258.4,4,93,5.3,2023-04-05,00:47:46
11396,-39.8,258.2,4,92,5.3,2023-10-15,00:47:47
11400,-39.9,258.1,4,92,5.3,2023-03-09,00:47:48
11404,-39.9,257.9,4,92,5.3,2023-06-02,00:47:49
11407,-40,257.8,4,92,5.3,2023-04-23,00:47:50
11411,-40,257.7,4,92,5.3,2023-01-11,00:47:51
11415,-40,257.5,4,92,5.3,2023-06-21,00:47:52
11418,-40,257.4,4,92,5.3,2023-11-14,00:47:53
11422,-40.1,257.2,4,92,5.3,2023-11-06,00:47:54
11426,-40.1,257.1,4,91,5.3,2023-06-17,00:47:55
11430,-40.2,256.9,4,91,5.3,2023-08-03,00:47:56
11434,-40.2,256.8,4,91,5.3,2023-05-24,00:47:57
11437,-40.2,256.7,4,91,5.3,2023-01-14,00:47:58
11441,-40.2,256.5,4,91,5.3,2023-08-24,00:47:59
11445,-40.3,256.4,4,91,5.3,2023-08-26,00:48:00
11449,-40.3,256.2,4,91,5.3,2023-03-29,00:48:01
11453,-40.3,256.1,4,91,5.3,2023-10-17,00:48:02
11457,-40.3,255.9,4,91,5.3,2023-10-12,00:48:03
11461,-40.4,255.8,4,91,5.3,2023-11-18,00:48:04
11464,-40.4,255.7,4,91,5.3,2023-04-08,00:48:05
11468,-40.5,255.5,4,91,5.3,2023-05-04,00:48:06
11472,-40.5,255.4,4,91,5.2,2023-04-09,00:48:07
11475,-40.6,255.3,4,91,5.2,2023-02-27,00:48:08
11479,-40.6,255.1,4,91,5.2,2023-11-25,00:48:09
11483,-40.6,255,4,91,5.2,2023-03-24,00:48:10
11486,-40.6,254.8,4,91,5.2,2023-01-03,00:48:11
11490,-40.7,254.7,4,91,5.2,2023-03-28,00:48:12
11494,-40.7,254.5,4,91,5.2,2023-03-26,00:48:13
11498,-40.8,254.4,4,91,5.2,2023-05-01,00:48:14
11502,-40.8,254.3,4,91,5.2,2023-09-19,00:48:15
11506,-40.8,254.1,4,91,5.2,2023-06-23,00:48:16
11510,-40.8,254,4,91,5.2,2023-01-23,00:48:17
11513,-40.9,253.8,4,91,5.2,2023-05-28,00:48:18
11517,-40.9,253.7,4,91,5.2,2023-08-07,00:48:19
11521,-41,253.6,4,91,5.1,2023-01-28,00:48:20
11525,-41,253.4,4,91,5.1,2023-06-21,00:48:21
11529,-41.1,253.3,4,91,5.1,2023-06-22,00:48:22
11532,-41.1,253.1,4,91,5.1,2023-11-21,00:48:23
11536,-41.2,253,4,91,5.1,2023-07-07,00:48:24
11540,-41.2,252.8,4,91,5.1,2023-08-07,00:48:25
11544,-41.3,252.7,4,91,5.1,2023-11-14,00:48:26
11547,-41.3,252.6,4,91,5.1,2023-04-16,00:48:27
11551,-41.3,252.4,4,91,5.1,2023-11-07,00:48:28
11555,-41.4,252.3,4,91,5.1,2023-10-07,00:48:29
11558,-41.4,252.2,4,91,5,2023-06-21,00:48:30
11562,-41.4,252,4,91,5,2023-09-08,00:48:31
11566,-41.4,251.9,4,92,5,2023-03-03,00:48:32
11570,-41.5,251.7,4,92,5,2023-03-24,00:48:33
11573,-41.5,251.6,4,92,5,2023-10-06,00:48:34
11577,-41.5,251.5,4,92,5,2023-04-20,00:48:35
11581,-41.5,251.3,4,92,5,2023-08-24,00:48:36
11585,-41.6,251.2,4,92,5,2023-08-20,00:48:37
11589,-41.6,251,4,92,4.9,2023-02-22,00:48:38
11593,-41.7,250.9,4,92,4.9,2023-05-10,00:48:39
11596,-41.7,250.7,4,93,4.9,2023-06-26,00:48:40
11600,-41.8,250.6,4,93,4.9,2023-09-14,00:48:41
11604,-41.8,250.5,4,93,4.9,2023-08-26,00:48:42
11608,-41.9,250.3,4,93,4.9,2023-04-26,00:48:43
11612,-41.9,250.2,4,93,4.9,2023-08-29,00:48:44
11615,-41.9,250,4,93,4.8,2023-08-15,00:48:45
11619,-41.9,249.9,4,93,4.8,2023-02-26,00:48:46
11623,-42,249.7,4,94,4.8,2023-09-19,00:48:47
11627,-42,249.6,4,94,4.8,2023-02-28,00:48:48
11631,-42.1,249.5,4,94,4.8,2023-10-30,00:48:49
11635,-42.1,249.3,4,94,4.8,2023-11-23,00:48:50
11639,-42.1,249.2,4,94,4.8,2023-10-13,00:48:51
11642,-42.1,249.1,4,94,4.7,2023-08-21,00:48:52
11646,-42.2,248.9,4,94,4.7,2023-12-25,00:48:53
11650,-42.2,248.8,4,94,4.7,2023-05-23,00:48:54
11653,-42.2,248.6,4,94,4.7,2023-12-21,00:48:55
11657,-42.3,248.5,5,94,4.7,2023-10-13,00:48:56
11661,-42.3,248.4,5,94,4.6,2023-12-22,00:48:57
11665,-42.4,248.2,5,94,4.6,2023-07-16,00:48:58
11669,-42.4,248.1,5,94,4.6,2023-08-17,00:48:59
11672,-42.4,247.9,5,94,4.6,2023-02-16,00:49:00
11676,-42.5,247.8,5,94,4.5,2023-04-03,00:49:01
11680,-42.5,247.7,5,94,4.5,2023-10-31,00:49:02
11684,-42.5,247.5,5,94,4.5,2023-10-03,00:49:03
11688,-42.5,247.4,5,93,4.5,2023-11-19,00:49:04
11692,-42.5,247.2,5,93,4.4,2023-08-14,00:49:05
11695,-42.6,247.1,5,93,4.4,2023-10-21,00:49:06
11699,-42.6,247,5,93,4.4,2023-02-28,00:49:07
11703,-42.6,246.8,5,93,4.4,2023-06-03,00:49:08
11706,-42.7,246.7,5,93,4.3,2023-10-08,00:49:09
